,user,business_id,business_name,address,city,state,postal_code,stars,hyperlink,Model
160,Nataly,vsdYVJC_1FU7yGrKVpYQyQ,Chick-fil-A,"4670 Roosevelt Blvd NE, Northeast Tower Center",Philadelphia,PA,19124.0,3.5,https://storage.googleapis.com/2024capstone51/photos/z2oumtmBG3urOjpoNRzTNQ.jpg,Content Recommendation
161,Nataly,FDifzPPJA9aZKxNQo61pfQ,Green Eggs Cafe,2800 W Girard Ave,Philadelphia,PA,19130.0,3.5,https://storage.googleapis.com/2024capstone51/photos/DXxoqVgsXC_dWE7AQKFvFA.jpg,Content Recommendation
162,Nataly,L8jywv8RrssSIHn1f-ZYKQ,Linda's Cart,4400 Woodland Ave,Philadelphia,PA,19143.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
163,Nataly,r7PzCQmfs2jq-VmZjUwKjg,Frank's Steaks & Burgers,7161 Frankford Ave,Philadelphia,PA,19135.0,3.5,https://storage.googleapis.com/2024capstone51/photos/-m4mkga1Jkj-qK1knuZA7w.jpg,Content Recommendation
164,Nataly,4t3yeXmkrMaJruCWA0H8DA,Saxbys Temple Fox,1810 N 13th St,Philadelphia,PA,19122.0,4.0,https://storage.googleapis.com/2024capstone51/photos/CoEQchpqJKBQOLrLNmNQWA.jpg,Content Recommendation
165,Nataly,n_4itT26Bhy1a7dwrNCMUQ,Menchie's Frozen Yogurt,2953 Swede Rd,East Norriton,PA,19401.0,3.5,https://storage.googleapis.com/2024capstone51/photos/oATuy6LOILUHUC6GQdU4AQ.jpg,Content Recommendation
166,Nataly,LVNstdIUhjwXOQjIB00rjw,Arugula Ristorante Italiano,275 Wilmington Pike,Glen Mills,PA,19342.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
167,Nataly,gHE7ClRmr8CZp5qw-bo4UA,MaGerk's Pub & Grill,582 S Bethlehem Pike,Fort Washington,PA,19034.0,3.5,https://storage.googleapis.com/2024capstone51/photos/MmgIdvoqCLcD7KWbrfLrJA.jpg,Content Recommendation
168,Jay,gBsPBsfVQj4NRfmlGlQSRQ,Dominick's Pizzeria and Restaurant,5780 Easton Rd,Plumsteadville,PA,18902.0,4.5,https://storage.googleapis.com/2024capstone51/photos/FGe_Ca4nFDA7OJgglSkwCQ.jpg,Content Recommendation
169,Jay,Uj8UjZN3RTafE9gJWz1pvQ,Angels Donuts,267 E County Line Rd,Hatboro,PA,19040.0,4.5,https://storage.googleapis.com/2024capstone51/photos/VsQaTxGqhSnGvuapswnDyA.jpg,Content Recommendation
170,Jay,cX1VH_vpqGoLrio4sV9xcA,Ron's Original Bar & Grille,74 E Uwchlan Ave,Exton,PA,19341.0,4.0,https://storage.googleapis.com/2024capstone51/photos/IR8ssor8423ICS6eSISbbg.jpg,Content Recommendation
171,Jay,ztUORhtyxd3lCu4XjSsMRg,Crazy Cow Steak,996 Woodlane Rd,Beverly,NJ,8010.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
172,Jay,OdSw7sbipdKtyU4rZxFJHw,Grumpy's Tavern,1525 S 9th St,Philadelphia,PA,19147.0,4.0,https://storage.googleapis.com/2024capstone51/photos/lrgk3x07CERNhbUkv2v0yA.jpg,Content Recommendation
173,Jay,NYj8uB9-u0SmRMNDNktb1g,Oscar's Tavern,1524 Sansom St,Philadelphia,PA,19102.0,4.0,https://storage.googleapis.com/2024capstone51/photos/NIK6wDoM3uweU4x4aSlVNA.jpg,Content Recommendation
174,Jay,VPb3USr9Nm7JjtmsHPRo7g,Old Nelson Food Company,"2955 Market St, Ste 103",Philadelphia,PA,19104.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
175,Jay,HfOLOAYMKNUer3eXXTLHew,Vanos Pizza & Italian Restaurant,1387 E Boot Rd,West Chester,PA,19380.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
176,Karen,x4XdNhp0Xn8lOivzc77J-g,Thai Place Restaurant,"700 Nutt Rd, Ste 730",Phoenixville,PA,19460.0,4.5,https://storage.googleapis.com/2024capstone51/photos/j2gfDVLVgINaxSnvEFIouA.jpg,Content Recommendation
177,Karen,h0jLNrV28BX3AC6yHaN2Kw,Cacciatori Pizza & Pasta,108 Louviers Dr,Newark,DE,19711.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
178,Karen,RA4SCy0Af5yI0t8lP-3EFA,"P. & F. Giordano, LLC",1043 S 9th St,Philadelphia,PA,19147.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
179,Karen,AQwqbdilOmHl29jTUOIh3Q,Foulk Road Automotive,1801 Foulk Rd,Wilmington,DE,19810.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
180,Karen,Yr5l7ClItsGW7Xi-u865cg,63rd St Pizza,6300 Wheeler St,Philadelphia,PA,19142.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
181,Karen,wcMrviBI1_yoF2ZE0vxRCA,Empanadas Lab,119 N Main St,North Wales,PA,19454.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
182,Karen,c7DQU8rHH_GjLdeIvanQmg,Coco's Cocina Tex Mex  Restaurant,32 South Broadway,Pitman,NJ,8071.0,3.5,https://storage.googleapis.com/2024capstone51/photos/PfMprhuEAgpjFDn1MszMXg.jpg,Content Recommendation
183,Karen,ykoWiYF6FhIEedzIl9wihQ,Fresh Produce,427 W Broad St,Palmyra,NJ,8065.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
184,Lea,-rDhWLQJ28L2ttkaftdZNQ,Martabak Ok,"1801 Washington Ave, Unit D",Philadelphia,PA,19146.0,4.5,https://storage.googleapis.com/2024capstone51/photos/DoX1Wj9oWMuNTK2t-FjVxw.jpg,Content Recommendation
185,Lea,99zoELPcbwRBUqiPoaPqiQ,Bold Coffee Bar,1623 Ridge Ave,Philadelphia,PA,19130.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
186,Lea,nx8fPYluWlV-XU3vM0ZYlw,Desserts by Design,105 W Merchant St,Audubon,NJ,8106.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
187,Lea,0Lsuuvz1_qdspiwBehdszg,Las Cabanas,3038 Federal St,Camden,NJ,8105.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
188,Lea,i0b_xiKIbExKtF3vqo1Bzw,Shake Shack,3601 S Broad St,Philadelphia,PA,19148.0,4.0,https://storage.googleapis.com/2024capstone51/photos/AP6i8GDWMZU-R9bNVUXsPw.jpg,Content Recommendation
189,Lea,jIP2GqmwA58wC0f_erBqNg,Famous Sgt Bob Smoke BBQ and Grill,157 N Broadway,Pennsville,NJ,8070.0,5.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
190,Lea,ypEtkQK37INcwFgyCwiFiA,30 Main,660 Lancaster Ave,Berwyn,PA,19312.0,4.0,https://storage.googleapis.com/2024capstone51/photos/i3RALCZB2-lQw1vGYswl6Q.jpg,Content Recommendation
191,Lea,ton5qGxwVnygwxeGaFJO3Q,Vickers,192 E Welsh Pool Rd,Lionville,PA,19353.0,3.5,https://storage.googleapis.com/2024capstone51/photos/c9Wp36AMCdEdk5RcHpa1dQ.jpg,Content Recommendation
192,Sean,9n6agP4s2ZZ4H2Ts9-LXqw,Peacock Cafe,18 Fairgrounds Rd,Hamilton Township,NJ,8619.0,3.5,https://storage.googleapis.com/2024capstone51/photos/ntdkQ7xd3Gdqc7nsmPyGhg.jpg,Content Recommendation
193,Sean,rLbg6S9R21EEaADs7k67ug,The Dive Bar,947 E Passyunk Ave,Philadelphia,PA,19147.0,4.0,https://storage.googleapis.com/2024capstone51/photos/c8HwFDV1P-5Njez_M2-Wqg.jpg,Content Recommendation
194,Sean,uKAbrDSJJzZliY1Yqu5KxQ,Scannicchio's,2500 S Broad & Porter,Philadelphia,PA,19145.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
195,Sean,sEgbTx6XuvByrXsVkWRbOQ,Testa's Bakery,12 Brookline Blvd,Havertown,PA,19083.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
196,Sean,d9OUBAM4V0nMJ2-6TQg9cQ,Palermo's Pizza,70 Buckwalter Rd,Royersford,PA,19468.0,3.5,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
197,Sean,WMKghG1JI1IQ2gyNPOQfXw,Nery's Place,3129 River Rd,Camden,NJ,8105.0,4.0,https://storage.googleapis.com/2024capstone51/photos/missing.jpg,Content Recommendation
198,Sean,ROeacJQwBeh05Rqg7F6TCg,BAP,1224 South St,Philadelphia,PA,19147.0,4.5,https://storage.googleapis.com/2024capstone51/photos/O-v_FDpKSKjraOnIxaR1FQ.jpg,Content Recommendation
199,Sean,0a8t_Th0jtWUMmtq0q2dqA,DK Sushi,3401 Walnut St,Philadelphia,PA,19104.0,3.5,https://storage.googleapis.com/2024capstone51/photos/yR-JqRZ42yBmLHxyX-s3qg.jpg,Content Recommendation
